1,0.024790232,0.263565907,0.092556465,0.167078135,0.269246214,0.374555003,0.274625163,0.204339872,0.291906705,0.364565868,0.231234304,-0.057561209,0.019823764,0.256717422,0.385496508,0.42628834,0.294299597,0.147321741,0.009794188,0.269767248,0.252458432,0.187239237,0.247205769,0.185267288,0.337842921,0.332854771,0.266031013,0.023779873,0.267457804,0.207846297,0.214526894,0.24379275,0.243466475,0.34532655,0.053795555,0.381364989,0.134856002,0.190735417,0.353578247,0.344979285,0.140009854,0.191037866,0.346755294,0.389321429,0.157318945,0.234112799,0.276306413,0.264209198,0.229953468
0.024790232,1,0.055382621,0.565001274,-0.020468231,-0.118018587,-0.098019329,-0.040196707,0.066908929,0.148591229,-0.052279094,0.107971796,0.492902883,0.34234612,0.12331958,0.132747889,-0.008862166,0.142149362,-0.051460949,0.153487922,-0.029911182,0.172069139,-0.042714045,-0.002803532,-0.047439219,-0.012356301,0.121125726,0.141781745,0.192338203,0.086935415,-0.052778059,0.118458414,0.110263646,-0.042053139,0.030682123,0.582368431,-0.009636206,-0.060373285,0.187759307,0.155347466,0.018890745,0.077311166,0.094294922,0.110285084,0.029605986,0.211582792,0.000398032,0.06040931,0.044898918,0.1079604
0.263565907,0.055382621,1,0.079793494,0.174497283,0.28489922,0.298439812,0.413121931,0.033967609,0.396555171,0.315607762,0.197511965,-0.041386149,0.045950158,0.10478298,0.304342626,0.405310204,0.148870365,0.255744036,-0.09219487,0.339502766,0.449057214,0.26576478,0.065453375,0.195516272,0.339146755,0.23962665,0.377150851,0.156134766,0.140143004,0.30489955,0.299167352,0.30758498,0.298864579,0.38627001,0.090126141,0.230764683,0.224143412,-0.036125825,0.319070497,0.245572108,0.267999253,0.379325422,0.284266675,0.507700125,0.396895185,0.095913504,0.341065882,0.187031034,0.299868287
0.092556465,0.565001274,0.079793494,1,-0.070822718,-0.086886525,-0.026293621,0.059218982,0.045073017,0.132946514,0.138535057,0.185969393,0.503594415,0.358447109,0.066181365,0.042076543,0.041200454,0.041288674,-0.09284743,-0.043200558,-0.007031983,0.300036063,-0.04629829,-0.027761338,-0.109750633,0.069300213,0.055580543,0.151491321,0.016313129,0.066923299,-0.046469655,-0.033195528,0.125348022,-0.037395399,0.07987905,0.530790091,0.047099013,-0.068556873,0.135238993,0.132417187,0.050481574,0.094394147,0.17345781,0.126942949,0.123457995,0.147639007,0.079295785,0.076542521,0.220015283,0.171814909
0.167078135,-0.020468231,0.174497283,-0.070822718,1,0.181835378,0.214577217,0.110756447,0.134694695,0.151092771,0.137192633,0.227216723,-0.022120673,-0.032518241,0.219452359,0.211166092,0.091360098,0.219065491,0.140301854,0.113941186,0.133446457,0.205921071,0.181594107,0.280046994,0.212142661,0.13062501,0.067800971,0.175635804,0.01037647,0.078517916,0.14369926,0.263504456,0.173784253,0.141736733,0.25140628,0.09788045,0.125136827,0.282114366,0.037049724,0.151704529,0.232695945,0.000182824,0.162065306,0.285544883,0.149925221,0.28358306,0.188224237,0.081270476,0.081236274,0.103124017
0.269246214,-0.118018587,0.28489922,-0.086886525,0.181835378,1,0.292903591,0.258392581,-0.063364839,0.161252059,0.35629,0.182052325,-0.194008776,-0.185756078,0.13785747,0.151979064,0.138508098,0.132927873,0.139207621,0.035879376,0.23439409,0.079239845,0.105666209,0.048711495,0.159490273,0.246254524,0.07225506,0.09782642,0.095655731,0.065584757,0.083682296,0.241862443,0.154449251,0.272605596,0.156372593,-0.11185901,0.200128333,0.329570383,-0.023232298,0.240161774,0.3267047,-0.01197096,0.108874478,0.247664422,0.334819213,0.095435139,0.163383467,0.149956198,0.123923191,0.152705493
0.374555003,-0.098019329,0.298439812,-0.026293621,0.214577217,0.292903591,1,0.4271216,0.161536987,0.456217409,0.576640606,0.369858977,-0.078180363,0.10462045,0.185650576,0.333102906,0.632666047,0.326151164,0.181602072,-0.029624012,0.383074485,0.222366465,0.199357143,0.189339926,0.271326235,0.431762757,0.320078583,0.40730582,-0.112261915,0.222712865,0.184746405,0.252532173,0.325264924,0.2770678,0.474773614,0.08476102,0.384747892,0.296190377,0.112361465,0.315170576,0.377481997,0.053856528,0.083600667,0.321195122,0.585798171,0.289712089,0.325609634,0.385831236,0.271647866,0.258757122
0.274625163,-0.040196707,0.413121931,0.059218982,0.110756447,0.258392581,0.4271216,1,0.116813985,0.32278653,0.355576496,0.191443072,-0.035904805,0.150410854,0.260283321,0.241445277,0.331597397,0.072035812,0.155983549,-0.055192655,0.383183721,0.286723721,0.11780551,0.21869029,0.202171275,0.278455702,0.172311332,0.193028477,0.105368609,0.162904063,-0.012760744,0.24682549,0.266186654,0.139053236,0.31093909,0.132279096,0.326459507,0.137912059,0.065889195,0.268561009,0.172879836,0.155328254,0.20660972,0.17780236,0.422507155,0.203440088,0.245506647,0.280662316,0.293450456,0.30186133
0.204339872,0.066908929,0.033967609,0.045073017,0.134694695,-0.063364839,0.161536987,0.116813985,1,0.25592561,0.183083083,0.263605004,0.166521915,0.083610978,0.133607782,0.092312476,0.232197633,0.217881061,0.1379024,0.07139911,0.207729974,0.074162187,0.142689587,0.164421251,0.099092432,0.160371389,-0.013484748,0.27055558,-0.009548025,0.129148656,0.168206474,0.101344831,0.052921194,0.208070032,0.250305599,0.121869085,0.20454922,-0.029333796,0.282694932,0.202542266,0.162682325,0.18641908,0.109590878,0.082613378,0.180829647,0.217400774,0.139227515,0.299470993,0.137677282,0.184100021
0.291906705,0.148591229,0.396555171,0.132946514,0.151092771,0.161252059,0.456217409,0.32278653,0.25592561,1,0.430176188,0.350778068,0.142227121,0.152860598,0.253875453,0.351684379,0.487354401,0.435060326,0.164559946,0.023160814,0.648041516,0.258288792,0.167288133,0.209067326,0.249033728,0.260305975,0.391103793,0.448343526,0.061766972,0.379106765,0.266453451,0.26667968,0.275518631,0.186626244,0.399203502,0.221975221,0.31040451,0.168776004,0.164451664,0.335081966,0.382883843,0.153496073,0.205331446,0.266996643,0.491302415,0.299384338,0.353423122,0.413273292,0.274615798,0.383434604
